filename, freshripe, freshunripe, overripe, ripe, rotten, unripe
musa-acuminata-ripe-6aef5bbb-2653-11ec-9761-d8c4975e38aa_jpg.rf.006e6648923896c5753c2f92429700d3.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-rotten-82617cb4-2653-11ec-9f34-d8c4975e38aa_jpg.rf.008d094e00941609e77455e435177557.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-banana-afbe52c3-4037-11ec-a6cd-94b86d66fd1d_jpg.rf.009de3f12610e90387dd72436b5b67c9.jpg, 0, 1, 0, 0, 0, 0
musa-acuminata-banana-c581cca9-394a-11ec-8de4-d8c4975e38aa_jpg.rf.008737b01649392c5f40dfaff097242b.jpg, 1, 0, 0, 1, 0, 0
musa-acuminata-freshunripe-285de673-2653-11ec-ba0e-d8c4975e38aa_jpg.rf.007c11bc4a3479c28fe1ccc778c54c9e.jpg, 0, 1, 0, 0, 0, 0
musa-acuminata-unripe-90e600ca-1d0a-11ec-85c4-d8c4975e38aa-1-_jpg.rf.00680823f80ae73fed08a531b8063219.jpg, 0, 0, 0, 0, 0, 1
musa-acuminata-freshunripe-740bf393-1d0a-11ec-894e-d8c4975e38aa_jpg.rf.00a0165c8190192bdf85d04c53f3b66a.jpg, 0, 1, 0, 0, 0, 0
musa-acuminata-mold-e2cc5f52-1d0a-11ec-a9af-d8c4975e38aa_jpg.rf.008a6f24c0e5dcd705b8352a34a6e492.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-banana-9efc592a-394a-11ec-bf2c-d8c4975e38aa_jpg.rf.007fb0b96960765ddfe72ab74039cf90.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-banana-e80995ad-394a-11ec-8556-d8c4975e38aa_jpg.rf.008a089dd6aa94e6c88d1fddb9f395a0.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-rotten-a40cb20d-1d0a-11ec-b51b-d8c4975e38aa_jpg.rf.009eb8d52dda7509fdaa0654fe0d7a10.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-ripe-92b6c27f-1d0a-11ec-95b4-d8c4975e38aa_jpg.rf.00a40516e2e92ef3d45b108e6fdbcf4f.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-unripe-5b0fa026-2653-11ec-8ee8-d8c4975e38aa---Copy_jpg.rf.00a67601c59b76d4d8086ae544ede38e.jpg, 0, 0, 0, 0, 1, 1
musa-acuminata-ripe-717622b5-2653-11ec-a74b-d8c4975e38aa_jpg.rf.00a5a2b44b131865b45e089521a5aa44.jpg, 0, 0, 0, 1, 1, 0
musa-acuminata-unripe-84cb8cdb-1d0a-11ec-97f7-d8c4975e38aa-1-_jpg.rf.0098081c96502837c3d93439b340ffff.jpg, 0, 0, 0, 0, 1, 1
musa-acuminata-banana-b2e5441f-394a-11ec-a7bd-d8c4975e38aa_jpg.rf.00aa5344bc7940b1a1528ce31bacc50b.jpg, 1, 0, 0, 0, 0, 0
musa-acuminata-rotten-aa9fb738-1d0a-11ec-abeb-d8c4975e38aa_jpg.rf.00a94eeb9e94f54fc42eb1b15e6853bf.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-mold-e4402e81-1d0a-11ec-9b4f-d8c4975e38aa_jpg.rf.00aa3aa16289a74c4f4753562a42e876.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-ripe-93e313ae-1d0a-11ec-8abd-d8c4975e38aa_jpg.rf.00c0b14b0e0b16971e84ad0ff9865aa0.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-ripe-93fd49f4-1d0a-11ec-86fe-d8c4975e38aa_jpg.rf.00e3d3cc3e2e74679361143afcd71fbe.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-banana-de794b0c-394a-11ec-b576-d8c4975e38aa_jpg.rf.00b0a3461555a2d0b792772569bf4c94.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-freshunripe-62260e9a-1d0a-11ec-b1d1-d8c4975e38aa_jpg.rf.00b9232771d3cc1c6599d4a076da8c13.jpg, 0, 1, 0, 0, 0, 0
musa-acuminata-mold-e49ac079-1d0a-11ec-bf88-d8c4975e38aa_jpg.rf.010b977ce7319440408f07aadd4e2f91.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-banana-b8c11074-4037-11ec-a610-94b86d66fd1d_jpg.rf.00ba6b7980e138f47de2b172c5f1c4e0.jpg, 0, 1, 0, 0, 0, 1
musa-acuminata-rotten-ae840a3f-1d0a-11ec-a4fc-d8c4975e38aa_jpg.rf.00cf2e2f86a181a8d792bdb655668483.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-rotten-826b3497-2653-11ec-93c8-d8c4975e38aa_jpg.rf.00f1b5bbda4ddfd8c2d25c53d532291e.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-freshunripe-667f26d2-1d0a-11ec-a0b5-d8c4975e38aa_jpg.rf.010f63c51dd885a4038ba354df12b394.jpg, 0, 1, 0, 0, 0, 0
musa-acuminata-freshripe-7c53d864-1d0a-11ec-82e5-d8c4975e38aa_jpg.rf.01103e5cd09f8304f3228dfc021e9df5.jpg, 1, 0, 0, 0, 0, 0
musa-acuminata-rotten-a8f75100-1d0a-11ec-b336-d8c4975e38aa_jpg.rf.01106eb7b03087ba295467cd4a22c7cc.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-banana-a772a129-394a-11ec-a75f-d8c4975e38aa_jpg.rf.00d48aa78c4fb95d555ccfe5e2bdaaf4.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-banana-a7dfdf50-394a-11ec-88ff-d8c4975e38aa_jpg.rf.00c5b39eb139fa42439d6275bc63fddf.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-ripe-70d67260-2653-11ec-a83f-d8c4975e38aa_jpg.rf.00f1288ee077376348b7f4231bb2b7ba.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-banana-aa8a23fe-394a-11ec-a805-d8c4975e38aa_jpg.rf.00c7357294ed03816cac7875cbcbc8fc.jpg, 0, 0, 1, 0, 1, 0
musa-acuminata-mold-e4d65653-1d0a-11ec-9043-d8c4975e38aa_jpg.rf.00f242011a379eb17b8fb3c02a152418.jpg, 0, 0, 1, 0, 1, 0
musa-acuminata-rotten-82fe1e02-2653-11ec-bd51-d8c4975e38aa_jpg.rf.0126de827d8fac2d14381ce53a43da93.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-banana-8e374c2a-394a-11ec-af44-d8c4975e38aa_jpg.rf.011c08f3f99003f69eb25ce24a16ceca.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-banana-9ae63e44-394a-11ec-91f4-d8c4975e38aa_jpg.rf.01111c046c0029df0ed9b3b3b12600da.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-rotten-810dbe94-2653-11ec-911e-d8c4975e38aa_jpg.rf.00d32657e42a3216305fc45543ff231a.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-unripe-7ff19775-1d0a-11ec-b88e-d8c4975e38aa-1-_jpg.rf.01238d6eac194ef19edc654f1e093f42.jpg, 0, 0, 0, 0, 0, 1
musa-acuminata-freshripe-7d977b0f-1d0a-11ec-a7f1-d8c4975e38aa_jpg.rf.00dba3c11f9a4253079c015182a462aa.jpg, 1, 0, 0, 0, 0, 0
musa-acuminata-banana-c2797c08-394a-11ec-b83c-d8c4975e38aa_jpg.rf.01087e48189119611a586b9a947c62a9.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-banana-8bba1071-394a-11ec-bd47-d8c4975e38aa_jpg.rf.012918172466fce7516859e949a47855.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-unripe-90ef899e-1d0a-11ec-954e-d8c4975e38aa-1-_jpg.rf.011e634e4e7a191d8a01fc7918384323.jpg, 0, 0, 0, 0, 0, 1
musa-acuminata-overripe-7568b600-2653-11ec-b660-d8c4975e38aa_jpg.rf.012a48eea5a94dd056869f55418edf65.jpg, 0, 0, 1, 0, 1, 0
musa-acuminata-ripe-94cf07c8-1d0a-11ec-a5cb-d8c4975e38aa_jpg.rf.012ffb08c312eade007af5a0c294ddb1.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-rotten-8c0ac8c2-2653-11ec-9d67-d8c4975e38aa_jpg.rf.012f1fc9aab30db3b85afb91f9296793.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-overripe-7e59489b-2653-11ec-9e53-d8c4975e38aa_jpg.rf.012da31e692754563d1e5415ae517c06.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-banana-b2e6a164-394a-11ec-8826-d8c4975e38aa_jpg.rf.010a09229a16980f76c99e1246bac019.jpg, 1, 0, 0, 0, 0, 0
musa-acuminata-banana-cb7f9a69-4037-11ec-a5db-94b86d66fd1d_jpg.rf.01393b3753f16ce305d0d22807532782.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-unripe-53ad92e8-2653-11ec-a6e5-d8c4975e38aa---Copy_jpg.rf.0164d00bcf7346871860be2b3cdfe421.jpg, 0, 0, 0, 0, 0, 1
musa-acuminata-mold-e54b224e-1d0a-11ec-9aec-d8c4975e38aa_jpg.rf.017b7ee10db1ed7a747472ad3915e406.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-ripe-6b832136-2653-11ec-9c8c-d8c4975e38aa_jpg.rf.0148a8d9ce2dbab0a59c32aa4fd6738e.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-unripe-8c2d9b0c-1d0a-11ec-97d4-d8c4975e38aa-1-_jpg.rf.013a25de3ea443e6998cd6eb2fa3a229.jpg, 0, 1, 0, 0, 0, 1
musa-acuminata-banana-a478d684-394a-11ec-aa98-d8c4975e38aa_jpg.rf.015af4af88dca5c707e960753ee91763.jpg, 0, 0, 1, 0, 1, 0
musa-acuminata-banana-85c4e0f3-394a-11ec-8f0c-d8c4975e38aa_jpg.rf.0166490259a28344f9db0d5441056cd0.jpg, 0, 0, 1, 0, 1, 0
musa-acuminata-freshunripe-67667f7e-1d0a-11ec-b5ec-d8c4975e38aa_jpg.rf.013d7493188f596afc5df81519c235c5.jpg, 0, 1, 0, 0, 0, 0
musa-acuminata-overripe-80ec8d81-2653-11ec-a3ba-d8c4975e38aa_jpg.rf.0146f8328738f02a5543e0df9c5df0d2.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-freshripe-7ed3f364-1d0a-11ec-b2fa-d8c4975e38aa_jpg.rf.015fa8fdc36903151960bdf07857cf78.jpg, 1, 0, 0, 0, 0, 0
musa-acuminata-banana-ac393d4d-394a-11ec-a177-d8c4975e38aa_jpg.rf.017b39e4d59733c3432eb2f6bcfa0301.jpg, 0, 0, 1, 1, 0, 0
musa-acuminata-overripe-7f1456fc-2653-11ec-a753-d8c4975e38aa_jpg.rf.015838396a3a71d9d871e37b969b2ab6.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-overripe-9f7348b0-1d0a-11ec-ba65-d8c4975e38aa_jpg.rf.015aa6cc42c7cf977da27fb3a136f5cf.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-mold-e3a2e01b-1d0a-11ec-825e-d8c4975e38aa_jpg.rf.017eaafc4257e87b9d997acf1360d061.jpg, 0, 0, 1, 0, 1, 0
musa-acuminata-freshunripe-209055dd-2653-11ec-a69d-d8c4975e38aa_jpg.rf.017ffa6c40bcbf8801f32c2ce48c6b7e.jpg, 0, 1, 0, 0, 0, 0
musa-acuminata-freshripe-470da791-2653-11ec-9b46-d8c4975e38aa_jpg.rf.0153488b4c95bf79b698410207bb7b77.jpg, 1, 0, 0, 0, 0, 0
musa-acuminata-banana-9890ac17-394a-11ec-999e-d8c4975e38aa_jpg.rf.0167a3e0af4a05d0468bb675e25b1ef2.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-banana-e07249f7-394a-11ec-b8d2-d8c4975e38aa_jpg.rf.0181020a9cb6c64aa52bcfe80ffdeb39.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-rotten-a7940341-1d0a-11ec-98d8-d8c4975e38aa_jpg.rf.01448e28fa1b2c4ec5a2f9119c8aedb5.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-banana-a79b1a78-394a-11ec-a045-d8c4975e38aa_jpg.rf.011f9b7a91a6d797adf7018e0828beef.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-rotten-821fe848-2653-11ec-8cc0-d8c4975e38aa_jpg.rf.016d1d7125770662f273a15787b76172.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-freshunripe-69e7b139-1d0a-11ec-832f-d8c4975e38aa_jpg.rf.019bfb1ad5a6c440ece84ddb7284eb15.jpg, 0, 1, 0, 0, 0, 0
musa-acuminata-unripe-84c203f8-1d0a-11ec-a022-d8c4975e38aa-1-_jpg.rf.017540377023a2f72fb78640b94c5188.jpg, 0, 0, 0, 0, 1, 1
musa-acuminata-banana-c8367bdb-4037-11ec-9a73-94b86d66fd1d_jpg.rf.0195c160efd3935d12af3472e0f20cb7.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-overripe-80b64202-2653-11ec-bf58-d8c4975e38aa_jpg.rf.0185360a8458059c7ca09d5d96f0cee4.jpg, 0, 0, 1, 0, 1, 0
musa-acuminata-banana-9b94a002-394a-11ec-8cd9-d8c4975e38aa_jpg.rf.01929c55d899e3a62d0cd7734ebdb6b0.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-banana-e694208f-394a-11ec-a559-d8c4975e38aa_jpg.rf.019c972320ec5abc0a6a9dbb98a5cb50.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-ripe-91c1448d-1d0a-11ec-928f-d8c4975e38aa_jpg.rf.01b217bc8a5752da391ffbd31e60cc19.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-mold-e4d1945f-1d0a-11ec-bf19-d8c4975e38aa_jpg.rf.01bea86ffc52fd3250746f9842be84f3.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-freshripe-7a84711a-1d0a-11ec-9403-d8c4975e38aa_jpg.rf.019161b1fcf7a4e6960e8e2caa7bdac1.jpg, 1, 0, 0, 0, 0, 0
musa-acuminata-freshunripe-6d348b6e-1d0a-11ec-b361-d8c4975e38aa_jpg.rf.01a35f8142b9b00f3052fbca8d2b743c.jpg, 0, 1, 0, 0, 0, 0
musa-acuminata-unripe-57b59808-2653-11ec-9bb5-d8c4975e38aa---Copy_jpg.rf.01c0f0089deb4c92d530392bf63b3106.jpg, 0, 0, 0, 0, 1, 1
musa-acuminata-rotten-8204b6e4-2653-11ec-88a5-d8c4975e38aa_jpg.rf.01cef506cc8e8893220bba7e9f1d216f.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-banana-b8e23325-4037-11ec-bffa-94b86d66fd1d_jpg.rf.01a9ba53999da2dd0ad1fdd670cd2737.jpg, 0, 1, 0, 0, 0, 1
musa-acuminata-banana-db6607bf-4037-11ec-9ba7-94b86d66fd1d_jpg.rf.01a7fab6c26b86765f53dbfb76f004a1.jpg, 1, 0, 0, 1, 0, 0
musa-acuminata-banana-b777d8bf-394a-11ec-b699-d8c4975e38aa_jpg.rf.01a2ee5bb793f2d138280593d2fcf4bc.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-banana-d2926a54-4037-11ec-8d3f-94b86d66fd1d_jpg.rf.01cd348e5f832364a345ee7fcd6f8a00.jpg, 1, 0, 0, 1, 0, 0
musa-acuminata-banana-a044d52f-394a-11ec-b77c-d8c4975e38aa_jpg.rf.0197fcf3d9c4a1db1189719c0d41344c.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-banana-8e33a8ea-394a-11ec-81f1-d8c4975e38aa_jpg.rf.01cf437c855fbde353de24b616b72f5f.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-overripe-a141aafa-1d0a-11ec-ae40-d8c4975e38aa_jpg.rf.01bb200232694ec5ad62b5c6ea8c7831.jpg, 0, 0, 1, 0, 1, 0
musa-acuminata-overripe-7ea76759-2653-11ec-b145-d8c4975e38aa_jpg.rf.01af5b4bbc02cf0c0980a02161debd5b.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-banana-f90ec4f5-394a-11ec-a3a1-d8c4975e38aa_jpg.rf.0183054d8bc96c04e698bd8c1ddf29eb.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-freshunripe-674f6bcd-1d0a-11ec-9a0d-d8c4975e38aa_jpg.rf.01bc51af5f89e8f7b405a860fc58daad.jpg, 0, 1, 0, 0, 0, 0
musa-acuminata-banana-97e2de32-394a-11ec-8698-d8c4975e38aa_jpg.rf.01d96c2ed0af112d02f4451f57215c51.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-banana-b3ae1249-394a-11ec-969b-d8c4975e38aa_jpg.rf.019399f18711b78587f6d2bd1d67b8b0.jpg, 1, 0, 0, 0, 0, 0
musa-acuminata-unripe-593edbbe-2653-11ec-8ead-d8c4975e38aa---Copy_jpg.rf.01b0b9b89a9edba9f2f612515c59d65d.jpg, 0, 0, 0, 0, 1, 1
musa-acuminata-unripe-55b52aef-2653-11ec-a259-d8c4975e38aa---Copy_jpg.rf.01ffc210caa9df40b53fc4d7b5576b37.jpg, 0, 0, 0, 0, 0, 1
musa-acuminata-ripe-94fc50b2-1d0a-11ec-9260-d8c4975e38aa_jpg.rf.01e14b93729e23133a1d0eb44fcfccb6.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-rotten-8ad12bee-2653-11ec-a2f1-d8c4975e38aa_jpg.rf.01d0ce58ff1ab9862995cf557a809e3c.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-banana-a5045846-394a-11ec-a074-d8c4975e38aa_jpg.rf.01e58e6ac7068cf5ec7fba567dde2f28.jpg, 0, 0, 1, 1, 0, 0
musa-acuminata-ripe-93e57488-1d0a-11ec-a1bd-d8c4975e38aa_jpg.rf.01d081a1bfb40b40bb0da0f613993c09.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-mold-e65ad5d3-1d0a-11ec-bb45-d8c4975e38aa_jpg.rf.01a75d4e8edc3534675a2fa622f3ad99.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-unripe-84c6c64c-1d0a-11ec-843f-d8c4975e38aa-1-_jpg.rf.01ef3fd024a73f018becc66b06c203fe.jpg, 0, 0, 0, 0, 1, 1
musa-acuminata-overripe-7c7a6f77-2653-11ec-a36c-d8c4975e38aa_jpg.rf.01f6b14791714a87ef80ff83b770045b.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-rotten-8a30ba15-2653-11ec-a2d0-d8c4975e38aa_jpg.rf.01d3b9557617b08f719a5291bfc50302.jpg, 0, 0, 0, 1, 1, 0
musa-acuminata-rotten-bde93952-1d0a-11ec-8921-d8c4975e38aa_jpg.rf.01f6bcd17693536dd83f46e651d6eeb1.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-freshripe-4bc86fc8-2653-11ec-bcc3-d8c4975e38aa_jpg.rf.020df8f9135ed3509d80fbc469cccb9d.jpg, 1, 0, 0, 0, 0, 0
musa-acuminata-freshunripe-686abe3a-1d0a-11ec-a8f2-d8c4975e38aa_jpg.rf.01dbd07de33821ece250ca907f375e67.jpg, 0, 1, 0, 0, 0, 0
musa-acuminata-banana-a67f3940-394a-11ec-b7f7-d8c4975e38aa_jpg.rf.0212828297e2dd88df96fc8d657fe84d.jpg, 0, 0, 1, 0, 1, 0
musa-acuminata-mold-e32bb489-1d0a-11ec-a089-d8c4975e38aa_jpg.rf.01f424375f8b8529ab19a2ad4d844810.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-unripe-5ca4cee3-2653-11ec-9c18-d8c4975e38aa---Copy_jpg.rf.01eadedbd52ae6020f2084d9aae0c238.jpg, 0, 0, 0, 0, 1, 1
musa-acuminata-overripe-9fc91643-1d0a-11ec-a10a-d8c4975e38aa_jpg.rf.01f2d94d89d450674f4d2a139e688b7f.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-freshunripe-38878621-2653-11ec-a74a-d8c4975e38aa_jpg.rf.01f96fa9cf8327678f3e7b44a5d9ad9d.jpg, 0, 1, 0, 0, 0, 0
musa-acuminata-freshunripe-74d9ee48-1d0a-11ec-9fd8-d8c4975e38aa_jpg.rf.02005bd0253de678b80d023f04db8117.jpg, 0, 0, 0, 0, 0, 1
musa-acuminata-overripe-a125112a-1d0a-11ec-89a6-d8c4975e38aa_jpg.rf.0224bc2a3ec5ab9934442194351aaff3.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-unripe-85156d5b-1d0a-11ec-a0a9-d8c4975e38aa-1-_jpg.rf.0236a48355f28e2fd4932aba3d35c369.jpg, 0, 0, 0, 0, 1, 1
musa-acuminata-ripe-986e2eb1-1d0a-11ec-a76f-d8c4975e38aa_jpg.rf.0213f17dbd3561751a2166da61bddf61.jpg, 0, 0, 0, 1, 1, 0
musa-acuminata-rotten-ad470cd0-1d0a-11ec-8488-d8c4975e38aa_jpg.rf.023fdd86b12b3723fe9c740a80db9234.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-banana-ace37e1d-4037-11ec-8953-94b86d66fd1d_jpg.rf.023264cf195e231f4fbcec816a1933b5.jpg, 1, 0, 0, 0, 0, 0
musa-acuminata-banana-8e8d87cf-394a-11ec-af08-d8c4975e38aa_jpg.rf.022b359bbcf7e183daba6d6ba425b273.jpg, 0, 0, 1, 0, 1, 0
musa-acuminata-unripe-602c1fa1-2653-11ec-8367-d8c4975e38aa---Copy_jpg.rf.020a7a6d12110cdff08fc2957fe736d3.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-rotten-8ca03e6c-2653-11ec-b99c-d8c4975e38aa_jpg.rf.0215e50b1e07204d9c7240623e7bbed7.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-freshunripe-202e5154-2653-11ec-9da7-d8c4975e38aa_jpg.rf.023c90038f1e38c0444181121ce58e71.jpg, 0, 1, 0, 0, 0, 0
musa-acuminata-unripe-8a809488-1d0a-11ec-a72d-d8c4975e38aa-1-_jpg.rf.020984645291c1cabff0b680abf91878.jpg, 0, 1, 0, 0, 0, 1
musa-acuminata-freshunripe-1e52db28-2653-11ec-be80-d8c4975e38aa_jpg.rf.0229c32b9549d5f5e67c2178736aeb60.jpg, 0, 1, 0, 0, 0, 0
musa-acuminata-ripe-6bc5dd8b-2653-11ec-83ae-d8c4975e38aa_jpg.rf.020e50c24a93babd109dde231a4453fb.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-ripe-6ad2c1b7-2653-11ec-a093-d8c4975e38aa_jpg.rf.02130b80dae8a300213414f7008e8068.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-rotten-8de58f1d-2653-11ec-ab33-d8c4975e38aa_jpg.rf.0250ae881d11b033cf59ab3ccce0ab3e.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-ripe-716c9a31-2653-11ec-9ce9-d8c4975e38aa_jpg.rf.02441a789afa7d347f184714f26246f3.jpg, 0, 0, 0, 1, 1, 0
musa-acuminata-ripe-92e8cff2-1d0a-11ec-bd65-d8c4975e38aa_jpg.rf.025b55e08741aaca9b289ee1ab572248.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-unripe-5918b956-2653-11ec-96f0-d8c4975e38aa---Copy_jpg.rf.0274f882dbfe4a8b6c45efdfe4482fb9.jpg, 0, 0, 0, 0, 1, 1
